,Customer ID,Cust Since,City,Zip
1607,HOWE,2006-10-06,LENEXA,66215
1608,HOWER,2007-07-02,OVERLAND PARK,66210-3482
1609,HOWJ,2012-03-05,KANSAS CITY,64114
1610,HOWLD,2004-07-28,OVERLAND PARK,66221
1611,HOYA,2020-09-17,Overland Park,66212
1612,HOYE,2015-09-15,OVERLAND PARK,66213
1613,HOYS,2014-06-12,LEAWOOD,66224
1614,HRIZ,2011-06-06,OLATHE,66061
1615,HUB,2005-04-09,SHAWNEE,66226
1616,HUBBD,2021-02-09,Overland Park,66209
1617,HUDB,1999-10-04,FAIRWAY,66205
1618,HUDD,2007-04-25,KANSAS CITY,64112
1619,HUDDL,2011-04-26,OTTAWA,66067
1620,HUDDS,2019-04-18,OVERLAND PARK,66221
1621,HUDJ,2004-11-15,LEAWOOD,66209
1622,HUDS,2007-04-05,KANSAS CITY,64112
1623,HUDSD,2015-06-17,GRANDVIEW,64030
1624,HUDSJ,2012-05-11,OVERLAND PARK,66210
1625,HUER,2005-03-10,OVERLAND PARK,66207
1626,HUERT,2006-06-07,SHAWNEE,66226
1627,HUERTR,2008-07-17,LAKE QUIVERA,66217
1628,HUGG,2014-09-29,MISSION,66202
1629,HUGHD,2001-10-15,LENEXA,66215
1630,HUGHG,2004-03-17,OVERLAND PARK,66213
1631,HUGHR,2017-09-01,OLATHE,66062
1632,HUI,2011-07-06,OVERLAND PARK,66212
1633,HULS,1998-01-11,LAWRENCE,66044
1634,HUMP,2006-10-02,OVERLAND PARK,66204
1635,HUMPB,2011-05-02,LENEXA,66219
1636,HUMT,2017-09-19,MISSION HILLS,66208
1637,HUNB,2005-03-15,KANSAS CITY,64114
1638,HUNN,2011-07-25,OVERLAND PARK,66213
1639,HUNR,2003-01-18,OVERLAND PARK,66212
1640,HUNTA,2014-10-07,PRAIRIE VILLAGE,66207
1641,HUNTER,2007-05-18,KANSAS CITY,64148
1642,HUNTM,2003-07-07,OVERLAND PARK,66221
1643,HUNTR,2006-07-19,OVERLAND PARK,66213
1644,HUNTRO,2007-05-16,LEAWOOD,66209
1645,HUNTS,2011-06-06,OVERLAND PARK,66223
1646,HUNTV,2003-10-20,LEAWOOD,66224
1647,HURA,2005-12-15,OVERLAND PARK,66223
1648,HURL,2016-11-21,LEES SUMMIT,64081
1649,HURM,2004-09-27,OVERLAND PARK,66207
1650,HUSR,1998-01-11,LENEXA,66219
1651,HUSSB,2004-05-24,OVERLAND PARK,66213
1652,HUTC,2010-04-29,BUCYRUS,66013
1653,HUYS,1998-01-11,LENEXA,66220
1654,IBC,2009-10-16,KANSAS CITY,64111-1202
1655,ICEHOUSE,2008-07-21,OLATHE,66061
1656,IHOP,2009-01-27,OVERLAND PARK,66209
1657,ILOR,2012-06-05,MISSION HILLS,66208
1658,IMMAL,2003-07-01,KANSAS CITY,64111
1659,INDSA,2004-03-11,OLATHE,66061
1660,INGER,2012-01-04,OVERLAND PARK,66204
1661,INK,2009-04-09,OVERLAND PARK,66085
1662,INLAND,2006-01-23,OLATHE,66051
1663,INSIDE,2007-11-26,OVERLAND PARK,66212
1664,IRON,2012-07-26,KANSAS CITY,64116
1665,IRWIN,2010-10-21,KANSAS CITY,64113
1666,ISAAS,2005-05-04,LENEXA,66219
1667,ISEM,2018-03-21,LEAWOOD,6624
1668,ISMB,2017-03-01,PRAIRIE VILLAGE,66208
1669,ISMEK,2003-04-16,KANSAS CITY,64145
1670,ISOM,2017-08-28,LEAWOOD,66224
1671,ISRD,2003-01-13,LEE'S SUMMIT,64064
1672,ITS,2017-05-31,KANSAS CITY,66115
1673,IVES,2007-11-26,PRAIRIE VILLAGE,66207
1674,IZARD,2006-04-12,SHAWNEE,66216
1675,J & M,2005-12-08,SPRING HILLS,66083
1676,J&K,2006-12-11,KANSAS CITY,64141
1677,JACB,1998-01-11,LENEXA,66216
1678,JACH,2010-11-19,KANSAS CITY,64111
1679,JACK,2006-05-19,OVERLAND PARK,66221
1680,JACKD,2007-08-10,SHAWNEE,66216
1681,JACKS,2016-11-08,PLATTE CITY,64079
1682,JACOB,2004-07-02,MERRIAM,66203
1683,JACOM,2007-06-12,OVERLAND PARK,66210
1684,JACOR,2007-03-27,SHAWNEE,66226
1685,JACR,2001-11-06,LEAWOOD,66206
1686,JACW,1999-10-14,OVERLAND PARK,66210
1687,JADK,2002-09-25,SHAWNEE,66203
1688,JAEG,2010-07-09,OVERLAND PARK,66223
1689,JAGU,2010-06-23,OVERLAND PARK,66212
1690,JAMD,1998-01-05,OVERLAND PARK,66214
1691,JAMED,2008-04-28,PRAIRIE VILLAGE,66208
1692,JAMES,2003-02-19,LENEXA,66215
1693,JAMI,2013-09-11,OVERLAND PARK,66223
1694,JAMIJ,2016-11-08,OVERLAND PARK,66213
1695,JAMJ,2006-11-02,LENEXA,66220
1696,JAMK,2009-08-18,PRAIRIE VILLAGE,66208
1697,JAN,2008-10-23,SHAWNEE,66226
1698,JARD,2019-07-22,OLATHE,66062
1699,JARR,2007-02-21,OVERLAND PARK,66215
1700,JARV,2007-03-16,OVERLAND PARK,66221
1701,JASK,2017-04-24,PRAIRIE VILLAGE,66208
1702,JCW,2013-06-03,OLATHE,66061-7061
1703,JEFF,2005-04-18,BONNER SPRINGS,66012
1704,JEFK,1998-01-11,LEAWOOD,66209
1705,JEHL,2014-05-22,OVERLAND PARK,66213
1706,JENC,2008-08-07,OVERLAND PARK,66223
1707,JEND,1998-01-11,SHAWNEE,66216
1708,JENG,1998-01-11,KANSAS CITY,64152
1709,JENKD,2004-09-07,SHAWNEE MISSION,66283-0278
1710,JENKK,2019-06-04,OLATHE,66062
1711,JENKP,2011-11-01,OLATHE,66062
1712,JENN,2006-12-28,OLATHE,66061
1713,JENSM,2004-05-21,OLATHE,66062
1714,JENSS,2001-07-18,LEAWOOD,66206
1715,JERWE,2003-03-25,LEAWOOD,66209
1716,JESS,2006-10-06,OVERLAND PARK,66213
1717,JESSE,2009-11-06,OVERLAND PARK,66221
1718,JETB,2001-07-26,MISSION HILLS,66208
1719,JETEM,2021-07-30,Kansas City,64114
1720,JEWR,2003-09-09,OVERLAND PARK,66223
1721,JIAN,2009-10-14,OVERLAND PARK,66213
1722,JJMART,2008-05-22,KANSAS CITY,66106
1723,JLL,2015-10-13,OVERLAND PARK,66210
1724,JMC,2006-12-12,OVERLAND PARK,66209
1725,JMCO,2010-09-30,OVERLAND PARK,66210
1726,JOGL,2008-06-19,OLATHE,66062
1727,JOHA,2017-10-12,OVERLAND PARK,66215
1728,JOHB,2006-04-28,OVERLAND PARK,66223
1729,JOHL,2007-05-16,PRAIRIE VILLAGE,66208
1730,JOHM,2013-08-30,PRAIRIE VILLAGE,66207
1731,JOHN,2005-07-05,LENEXA,66215
1732,JOHNB,2005-05-06,LENEXA,66219
1733,JOHNC,2011-10-27,PRAIRIE VILLAGE,66208
1734,JOHNG,2008-07-17,OVERLAND PARK,66062
1735,JOHNGE,2013-04-01,LEE'S SUMMIT,64081
1736,JOHNGL,2008-08-05,OVERLAND PARK,66210
1737,JOHNH,2003-06-23,ATLANTA,30342
1738,JOHNJ,2019-06-21,OVERLAND PARK,66207
1739,JOHNK,2021-09-23,BUCYRUS,66013
1740,JOHNL,2019-07-12,MISSION,66202
1741,JOHNP,2003-06-02,OVERLAND PARK,66207
1742,JOHNR,2003-11-20,OVERLAND PARK,66223
1743,JOHNS,2007-12-05,LENEXA,66220
1744,JOHNSO,2010-12-03,OVERLAND PARK,66212
1745,JOHNSR,2015-05-21,OVERLAND PARK,66209
1746,JOHNV,2006-05-25,SHAWNEE,66226
1747,JOHS,2000-09-20,OVERLAND PARK,66221
1748,JOLO,2008-03-24,OVERLAND PARK,66209
1749,JONA,2005-08-10,OVERLAND PARK,66210
1750,JONC,1998-06-12,LENEXA,66216
1751,JONEC,2002-10-02,SHAWNEE,66216
1752,JONEG,2003-05-23,OVERLAND PARK,66221
1753,JONEJ,2004-04-06,LEAWOOD,66207
1754,JONEK,2012-06-26,OVERLAND PARK,66223
1755,JONEL,2011-07-21,KANSAS CITY,64157
1756,JONES,2005-04-18,SHAWNEE,66226
1757,JONESG,2007-06-14,LEE'S SUMMIT,64086
1758,JONESJ,2005-09-29,LENEXA,66215
1759,JONESL,2008-04-15,KANSAS CITY,66104
1760,JONESLE,2020-08-10,Olathe,66062
1761,JONG,2014-04-07,OVERLAND PARK,66209
1762,JONJ,2005-11-28,SHAWNEE,66218
1763,JONJO,2011-09-02,OVERLAND PARK,66213
1764,JONS,2005-09-23,SHAWNEE,66216
1765,JORDR,2001-03-21,LAKE QUIVIRA,66217
1766,JORGM,2005-04-11,OLATHE,66062
1767,JOSE,2005-05-18,OLATHE,66062
1768,JOSL,2007-03-05,KANSAS CITY,64110
1769,JOUJ,2001-11-20,KANSAS CITY,64114
1770,JUDT,2016-11-08,OVERLAND PARK,66213
1771,JULL,2000-05-17,OVERLAND PARK,66213
1772,JULR,2006-06-21,OVERLAND PARK,66221
1773,JUNKM,2003-10-20,LENEXA,66220
1774,JWIL,2006-12-11,KANSAS CITY,64141
1775,KALE,2017-11-17,OVERLAND PARK,66213
1776,KALIS,2011-04-18,OVERLAND PARK,66213
1777,KALL,2015-04-20,SHAWNEE,66216
1778,KALM,2011-04-11,OTTAWA,66067
1779,KALTM,2005-05-05,KANSAS CITY,64113
1780,KAMI,2016-11-08,OVERLAND PARK,66214
1781,KAND,2017-05-30,PRAIRIE VILLAGE,66207
1782,KANE,2007-09-24,LOCH LLOYD,64012
1783,KANG,1998-01-11,OVERLAND PARK,66213
1784,KANJ,2002-09-05,OLATHE,66062
1785,KAPL,2010-05-18,OVERLAND PARK,66210
1786,KARCK,2003-10-01,LEE'S SUMMIT,64086
1787,KARCT,2004-11-04,LEAWOOD,66209
1788,KARL,2011-04-08,OVERLAND PARK,66213
1789,KATM,2006-08-29,OVERLAND PARK,66213
1790,KATZ,2005-03-15,LEAWOOD,66206
1791,KAUK,2007-05-17,OVERLAND PARK,66221
1792,KAUS,2013-06-12,OVERLAND PARK,66221
1793,KCBA,2012-10-01,KANSAS CITY,64105
1794,KCCS,2018-06-11,GLEN ROCK,17327
1795,KCGPA,2021-03-01,Kansas City,64127
1796,KCSAL,2007-06-14,OVERLAND PARK,66207
1797,KEAR,2010-04-21,OLATHE,66062
1798,KEARM,2019-04-26,STILWELL,66085
1799,KEENL,2020-05-29,Leawood,66206
1800,KEFF,2005-06-03,OVERLAND PARK,66213
1801,KELB,2016-11-09,LENEXA,66215
1802,KELJ,2018-04-02,PRAIRIE VILLAGE,66208
1803,KELL,2010-11-12,OVERLAND PARK,66213
1804,KELLB,2007-05-22,OVERLAND PARK,66213
1805,KELLE,2005-04-09,LEAWOOD,66206
1806,KELLER,2008-11-14,OVERLAND PARK,66221
1807,KELLR,2006-11-20,SHAWNEE,66216
1808,KELLS,2003-07-24,OVERLAND PARK,66221
1809,KELLSH,2003-10-20,KANSAS CITY,64145
1810,KELLT,2000-10-07,LEAWOOD,66209
1811,KELS,2009-07-09,KANSAS CITY,66109
1812,KELT,2000-04-25,OLATHE,66061
1813,KENJ,1998-01-11,OLATHE,66062
1814,KENNB,2007-04-17,OLATHE,66061
1815,KENNC,2020-06-23,Olathe,66061
1816,KENNJ,2000-04-21,OVERLAND PARK,66223
1817,KENNK,2011-04-07,OVERLAND PARK,66221
1818,KENNR,2007-03-02,LENEXA,66220
1819,KENNY,2008-04-18,OVERLAND PARK,66085
1820,KENP,2017-10-16,OVERLAND PARK,66221
1821,KENS,1999-09-08,Overland Park,66223
1822,KEPS,2004-09-15,OVERLAND PARK,66223
1823,KERG,2000-08-02,LEAWOOD,66224
1824,KERL,2002-03-29,LEAWOOD,66211
1825,KERR,2006-04-06,OVERLAND PARK,66213
1826,KERTC,2003-04-25,OVERLAND PARK,66209
1827,KESSF,2003-04-07,OVERLAND PARK,66221
1828,KESSL,2005-07-08,SHAWNEE,66217
1829,KETNK,2005-04-08,SHAWNEE,66226
1830,KEYR,1998-01-11,OLATHE,66061
1831,KEYS,2011-01-19,KANSAS CITY,66105
1832,KIERP,2002-07-02,BONNER SPRINGS,66012
1833,KIET,2015-05-04,OVERLAND PARK,66223
1834,KILA,2000-10-05,LEAWOOD,66224
1835,KILL,2010-05-07,OVERLAND PARK,66221
1836,KILLD,2018-08-15,OVERLAND PARK,66212
1837,KILM,2014-03-06,SHAWNEE,66216
1838,KIM,2007-07-09,OVERLAND PARK,66223
1839,KIMB,1999-06-08,OVERLAND PARK,66209
1840,KIMBE,2011-10-17,SHAWNEE,66226
1841,KIMBJ,2008-06-06,KANSAS CITY,64108
1842,KIMES,2003-08-15,OVERLAND PARK,66221
1843,KIMH,2001-06-11,SHAWNEE,66218-9368
1844,KIMM,2007-05-09,PRAIRIE VILLAGE,66207
1845,KIND,2016-11-08,KANSAS CITY,66111
1846,KING,2001-04-19,OLATHE,66061
1847,KINGE,2021-11-12,OVERLAND PARK,66212
1848,KINGJ,2009-03-26,SHAWNEE,66216
1849,KINGL,2015-07-06,LENEXA,66215
1850,KINGT,2007-08-21,LEAWOOD,66206
1851,KINGTO,2010-06-24,LEAWOOD,66209
1852,KINJ,2018-05-25,OLATHE,66062
1853,KINJU,2009-10-06,KANSAS CITY,64113
1854,KINL,2005-12-19,LENEXA,66219
1855,KINN,2005-04-21,OVERLAND PARK,66221
1856,KINNL,2011-09-29,OVERLAND PARK,66212
1857,KINS,2005-09-20,OLATHE,66061
1858,KIRC,2011-06-09,KANSAS CITY,64110
1859,KIRK,2010-10-04,LEAWOOD,66209
1860,KIRKB,2011-09-02,OVERLAND PARK,66212
1861,KIRKJ,2020-07-10,LEAWOD,66208
1862,KIRKL,1998-10-07,PRAIRIE VILLAGE,66208
1863,KIRKM,2003-04-18,OLATHE,66062
1864,KIRKW,2007-04-17,KANSAS CITY,64112
1865,KISS,2010-07-07,LEAWOOD,66206
1866,KITT,2010-05-14,PRAIRIE VILLAGE,66208
1867,KLEIB,2003-06-23,OVERLAND PARK,66209
1868,KLEIE,2008-06-13,LENEXA,66215
1869,KLEIN,1998-08-20,OVERLAND PARK,66212
1870,KLEM,2009-04-21,GARDNER,66030
1871,KLIM,2010-06-02,LENEXA,66220
1872,KLIND,2007-10-04,LEAWOOD,66224
1873,KLINJ,2004-04-28,OVERLAND PARK,66213
1874,KLIP,1999-03-18,OVERLAND PARK,66221
1875,KMET,2018-03-30,OVERLAND PARK,66221
1876,KNAB,2007-05-04,SHAWNEE,66226
1877,KNAPB,2003-11-06,OVERLAND PARK,66213
1878,KNEA,2003-05-12,SHAWNEE,66214
1879,KNEC,2005-10-31,OVERLAND PARK,66221
1880,KNESP,2003-09-19,OVERLAND PARK,66221
1881,KNIGB,2010-04-28,SHAWNEE,66216
1882,KNIGC,2006-04-07,BONNER SPRINGS,66012
1883,KNIGJ,2008-08-04,LENEXA,66285
1884,KNOF,2007-04-06,LEAWOOD,66206
1885,KNOJ,1998-01-11,OVERLAND PARK,66213
1886,KNOL,2017-03-15,KANSAS CITY,64116
1887,KNOP,2003-05-27,OVERLAND PARK,66207
1888,KNORJ,2006-06-26,OVERLAND PARK,66221
1889,KNOT,2014-04-01,OVERLAND PARK,66221
1890,KOCH,2013-06-06,OVERLAND PARK,66212
1891,KOCHI,2015-09-17,OLATHE,66061
1892,KOEJ,2004-12-03,OVERLAND PARK,66223
1893,KOHL,2009-08-04,OVERLAND PARK,66221
1894,KOHN,2006-11-09,OVERLAND PARK,66221
1895,KOIL,2015-03-27,OLATHE,66061
1896,KOLBS,2003-05-21,OVERLAND PARK,66221
1897,KOLC,2008-03-31,KANSAS CITY,66101
1898,KOLI,2016-11-09,OVERLAND PARK,66207
1899,KOLOD,2021-04-30,KANSAS CITY,66109
1900,KOND,2008-07-18,OVERLAND PARK,66223
1901,KONZ,2003-04-07,OVERLAND PARK,66223
1902,KORJ,2018-11-14,OVERLAND PARK,66221
1903,KORN,2012-06-13,LEAWOOD,66206
1904,KORR,2008-04-21,LENEXA,66215
1905,KORS,1999-05-26,LEAWOOD,66209-1784
1906,KORTJ,2003-03-25,LEAWOOD,66209
1907,KORV,2005-10-31,LEAWOOD,66211
1908,KOSS,2009-10-16,OLATHE,66062
1909,KOTE,2007-06-18,LEAWOOD,66209
1910,KOW,2006-07-24,LENEXA,66215
1911,KRAD,1998-01-11,PRAIRIE VILLAGE,66207
1912,KRAE,2010-09-08,OVERLAND PARK,66213
1913,KRAK,1998-01-11,LEAWOOD,66206
1914,KRAKS,2007-05-17,OVERLAND PARK,66213
1915,KRAL,2017-04-25,OVERLAND PARK,66221
1916,KRAM,2006-10-12,SHAWNEE,66203
1917,KRAT,2014-04-16,OVERLAND PARK,66213
1918,KREBI,2010-09-14,SHAWNEE,66226
1919,KREBS,2016-11-08,OLATHE,66061
1920,KREBT,2003-12-23,OLATHE,66061
1921,KREIJ,2021-05-19,OVERLAND PARK,66210
1922,KREK,2008-10-31,OVERLAND PARK,66213
1923,KREM,2007-10-04,LEAWOOD,66209
1924,KRIET,2004-08-23,SHAWNEE,66216
1925,KRIJ,2002-05-15,OVERLAND PARK,66213
1926,KRIN,2012-03-26,LENEXA,66219
1927,KRITE,2005-06-17,OVERLAND PARK,66213
1928,KRITZ,2015-03-18,OVERLAND PARK,66210
1929,KRIZJ,2020-05-29,Overland Park,66221
1930,KROE,2009-11-10,KANSAS CITY,64145
1931,KROH,2016-11-08,KANSAS CITY,66109
1932,KROUD,2004-05-18,OVERLAND PARK,66223
1933,KRUE,2006-03-13,OVERLAND PARK,66223
1934,KRUEM,2014-10-22,OVERLAND PARK,66210
1935,KRUL,2007-05-11,LENEXA,66216
1936,KRUM,2006-11-07,KANSAS CITY,64108
1937,KRUMM,2015-06-29,LEAWOOD,66206
1938,KRUPK,2003-05-21,OVERLAND PARK,66221
1939,KSC,2004-10-08,LENEXA,66219
1940,KSGA,2019-11-01,OVERLAND PARK,66213
1941,KUBI,2010-10-01,SHAWNEE,66226
1942,KUDR,2007-07-05,OVERLAND PARK,66223
1943,KUHS,2018-03-27,PRAIRIE VILLAGE,66207
1944,KUHT,2005-03-02,OVERLAND PARK,66212
1945,KUMAR,2012-02-23,OVERLAND PARK,66221
1946,KUNZ,2008-03-14,OVERLAND PARK,66207
1947,KURE,2006-04-24,OVERLAND PARK,66212
1948,KURJ,1998-11-02,OVERLAND PARK,66210
1949,KVCH,2014-02-27,OLATHE,66061
1950,KVCO,2018-11-13,OLATHE,66061
1951,KVCP,2015-11-09,OLATHE,66061
1952,KYTJ,2003-01-14,LEAWOOD,66209
1953,LABE,2010-03-22,OVERLAND PARK,66085
1954,LABR,2003-05-02,OVERLAND PARK,66214
1955,LACR,2016-01-25,OVERLAND PARK,66062
1956,LADDG,2005-03-17,OVERLAND PARK,66214
1957,LADN,2006-08-25,KANSAS CITY,64113
1958,LAFF,2008-05-22,OLATHE,66062
1959,LAGEJ,2003-04-17,OLATHE,66061
1960,LAGER,2013-04-18,LENEXA,66215
1961,LAHM,2011-07-18,KANSAS CITY,66109
1962,LAHRC,1998-10-07,OVERLAND PARK,66221
1963,LAKE,1998-04-01,SHAWNEE,66218
1964,LAKEW,1999-12-03,LEES SUMMIT,64064
1965,LALIT,2005-05-04,OVERLAND PARK,66221
1966,LALLJ,2004-05-21,OLATHE,66062
1967,LALLY,2008-09-26,OVERLAND PARK,66213
1968,LAMB,2007-04-06,PRAIRIE VILLAGE,66207
1969,LAMBR,2008-05-20,OVERLAND PARK,66210
1970,LAMFK,2003-10-01,LENEXA,66220
1971,LAMG,2001-06-18,OVERLAND PARK,66223
1972,LAMK,1998-10-30,OVERLAND PARK,66207
1973,LAMSJ,2004-07-28,OLATHE,66062
1974,LAMU,2011-08-12,SHAWNEE,66216
1975,LANC,2008-06-09,SHAWNEE,66226
1976,LAND,2000-05-02,INDEPENDENCE,64057
1977,LANDE,2012-04-06,KANSAS CITY,64114
1978,LANDH,2003-04-16,OVERLAND PARK,66207
1979,LANDL,2016-03-15,KANSAS CITY,66109
1980,LANDS,2005-12-15,KANSAS CITY,66103
1981,LANDSC,2006-06-19,OVERLAND PARK,66210
1982,LANDSH,2005-08-16,KANSAS CITY,
1983,LANDSHA,2005-08-16,LENEXA,
1984,LANG,2016-11-09,RAYMORE,64083
1985,LANGS,2017-12-07,PRAIRIE VILLAGE,66207
1986,LANJ,1998-01-05,OVERLAND PARK,66213
1987,LANKSN,2005-04-13,LENEXA,66219
1988,LANN,1998-01-11,LEAWOOD,66209
1989,LANT,2017-08-17,PRAIRIE VILLAGE,66207
1990,LANTR,2020-05-11,Prairie Village,66207
1991,LAPI,2010-05-14,OVERLAND PARK,66210
1992,LAPJ,2001-04-18,LENEXA,66215
1993,LARJ,2007-07-24,SHAWNEE,66226
1994,LARKT,2004-04-13,LEAWOOD,66206
1995,LARSJ,2003-04-04,OVERLAND PARK,66221
1996,LARSJO,2021-08-10,OVERLAND PARK,66213
1997,LARSON,2007-07-05,LENEXA,66220
1998,LASA,2006-01-13,LEAWOOD,66206
1999,LASC,1998-01-11,OVERLAND PARK,66213
2000,LASH,2015-07-20,PRAIRIE VILLAGE,66208
2001,LATHL,2004-04-13,LENEXA,66220
2002,LATP,2005-07-14,OVERLAND PARK,66209
2003,LATT,2011-02-15,KANSAS CITY,64109
2004,LATTA,2014-08-14,OVERLAND PARK,66213
2005,LATTR,2015-03-24,OLATHE,66062
2006,LAUE,2003-05-05,LEAWOOD,66224
2007,LAUG,2014-04-24,OVERLAND PARK,66213
2008,LAUK,2002-05-24,SHAWNEE MISSION,66208
2009,LAVD,2003-08-11,LENEXA,66219
2010,LAVI,2011-07-13,OLATHE,66061
2011,LAVIA,2005-07-26,LENEXA,66216
2012,LAVIM,2011-07-25,OVERLAND PARK,66209
2013,LAVP,2003-08-11,LENEXA,66220
2014,LAWD,2005-11-02,LENEXA,66214
2015,LAWL,2011-06-29,KANSAS CITY,64114
2016,LAWN,2003-07-01,SHAWNEE MISSION,66283-4162
2017,LAWNG,2014-01-09,OVERLAND PARK,66225
2018,LAWNS,2007-12-18,OVERLAND PARK,66225
2019,LAWS,2006-06-15,SHAWNEE,66226
2020,LAWSJ,2016-11-09,OVERLAND PARK,66213
2021,LAWSS,2009-02-26,SHAWNEE,66226
2022,LAWSU,2007-10-24,SHAWNEE,66216
2023,LAYB,2007-04-17,LENEXA,66219
2024,LAZL,2000-05-11,KANSAS CITY,64113
2025,LEAH,2020-07-10,KANSAS CITY,
2026,LEATH,2004-05-13,KANSAS CITY,64145
2027,LEAW,2013-10-21,LEAWOOD,66206
2028,LEBAB,2005-04-07,SHAWNEE,66226
2029,LEBS,2006-04-04,OVERLAND PARK,66221
2030,LECO,2011-04-25,OVERLAND PARK,66221
2031,LEDB,2005-06-13,OVERLAND PARK,66223
2032,LEEC,2005-05-12,OVERLAND PARK,66223
2033,LEEJ,2015-02-20,OLATHE,66061
2034,LEEM,2011-07-13,OVERLAND PARK,66210
2035,LEER,2018-04-12,SHAWNEE,66216
2036,LEES,2014-08-14,SHAWNEE,66218
2037,LEEW,2006-11-01,OLATHE,66062
2038,LEF,2007-04-04,OLATHE,66062
2039,LEHA,2010-07-29,SHAWNEE,66226
2040,LEIKM,2005-05-10,OVERLAND PARK,66213
2041,LELR,2006-06-02,FAIRWAY,66205
2042,LENC,2003-07-17,OVERLAND PARK,66221
2043,LENE,2013-02-28,LENEXA,66215
2044,LENSM,2004-06-07,OVERLAND PARK,66221
2045,LEO,2007-08-20,OLATHE,66061
2046,LERR,2002-09-18,ALBQ,87111
2047,LESSC,2001-10-15,OVERLAND PARK,66212
2048,LEST,2007-04-10,OLATHE,66062
2049,LEVA,2015-07-01,OVERLAND PARK,66221
2050,LEVB,2000-08-02,PRAIRIE VILLAGE,66207
2051,LEVD,1999-03-18,PRAIRIE VILLAGE,66207
2052,LEWB,2013-10-10,OLATHE,66061
2053,LEWI,2006-10-30,OVERLAND PARK,66212
2054,LEWJ,2017-07-05,OLATHE,66062
2055,LEWR,2006-11-03,OLATHE,66062
2056,LEWS,2010-04-30,MISSION,66202
2057,LGEV,2014-08-05,SIOUX FALLS,57104
2058,LI,2011-07-21,OVERLAND PARK,66221
2059,LIAN,2005-07-15,LEAWOOD,66209
2060,LICHD,2003-04-29,OVERLAND PARK,66224
2061,LIEB,2008-06-24,OVERLAND PARK,66209
2062,LIEBB,2020-05-19,Overland Park,66221
2063,LIEBERT,2008-11-03,OVERLAND PARK,66207
2064,LIEG,2005-06-03,OVERLAND PARK,66210
2065,LIEJ,2017-06-20,OVERLAND PARK,66221
2066,LIER,2010-07-28,PRAIRIE VILLAGE,66208
2067,LIESE,2006-06-15,SHAWNEE,66216
2068,LIGB,2019-09-24,STILWELL,66085
2069,LIGH,2018-07-05,STILLWELL,66085
2070,LILL,2007-03-29,LENEXA,66219
2071,LILLG,2008-06-10,OVERLAND PARK,66213
2072,LIMS,1998-01-11,LEE'S SUMMIT,64082
2073,LINA,2004-03-30,OLATHE,66061
2074,LINC,2005-08-19,SHAWNEE,66214
2075,LINDC,2008-07-18,SHAWNEE,66226
2076,LINDE,2006-11-16,SHAWNEE,66218
2077,LINDHK,2021-06-15,LEAWOOD,66206
2078,LINDK,2013-06-27,OVERLAND PARK,66213
2079,LINK,2006-11-10,OLATHE,66061
2080,LINKS,2005-08-29,OVERLAND PARK,66223
2081,LINR,2004-08-02,LEAWOOD,66208
2082,LIPP,2005-10-07,OVERLAND PARK,66213
2083,LIU,2008-09-11,OVERLAND PARK,66221
2084,LIUF,2019-05-23,OVERLAND PARK,66221
2085,LIVI,2017-05-15,OVERLAND PARK,66212
2086,LMCC,2019-10-23,KANSAS CITY,66102
2087,LMS,2016-11-08,LEAWOOD,66206
2088,LOCK,2018-11-09,SHAWNEE,66226
2089,LOFT,2006-09-27,LENEXA,66220
2090,LOMA,2005-06-20,OLATHE,66062
2091,LOMAX,2018-11-09,OVERLAND PARK,66210
2092,LOMJ,2019-09-04,OVERLAND PARK,66213
2093,LONB,1999-03-30,LENEXA,66220
2094,LONGM,2016-11-08,OVERLAND PARK,66212
2095,LONGW,2003-06-09,KANSAS CITY,64151
2096,LOOB,2009-05-28,KANSAS CITY,64113
2097,LOOSE,2008-06-13,KANSAS CITY,64141
2098,LOPE,2010-04-08,OVERLAND PARK,66215
2099,LOPPS,2004-11-09,LAKE ST. LOUIS,63367
2100,LORE,2015-04-14,OLATHE,66062
2101,LORJ,2017-08-17,LENEXA,66220
2102,LOSCT,1999-06-08,OVERLAND PARK,66209
2103,LOSEM,2004-04-20,LENEXA,66215
2104,LOTT,2017-03-23,OVERLAND PARK,66221
2105,LOUIL,2005-10-13,OVERLAND PARK,66223
2106,LOVE,2012-04-23,POMONA,66076
2107,LOVEK,2003-11-17,,
2108,LOVEL,2020-09-28,Lenexa,66227
2109,LOVJ,2018-07-24,SHAWNEE,66226
2110,LOW,2006-04-21,SHAWNEE,66226
2111,LOWE,2006-11-09,LENEXA,66220
2112,LOWEC,2017-08-15,OLATHE,66062
2113,LOWEL,2013-04-12,OVERLAND PARK,66210
2114,LOZA,2005-03-28,SAN DIEGO,92124
2115,LOZAR,2006-11-02,OVERLAND PARK,66221
2116,LOZOR,2020-06-30,KANSAS CITY,64112
2117,LUBI,2010-03-22,OVERLAND PARK,66207
2118,LUCA,2012-06-18,OVERLAND PARK,66210
2119,LUCB,2005-12-08,OVERLAND PARK,66223
2120,LUCHM,2004-08-11,LEAWOOD,66224
2121,LUCKE,2020-11-23,OVERLAND PARK,66207
2122,LUCP,2001-10-04,OVERLAND PARK,66210
2123,LUDC,2002-03-25,SHAWNEE,66216
2124,LUDL,2016-11-11,PRAIRIE VILLAGE,66206
2125,LUEC,2009-10-20,OLATHE,66061
2126,LUET,2006-06-27,OLATHE,66061
